ID	MAPRESOURCE	MOVE_MODEL	MATRIX	event	script	msg	encount	maptype	bicycle	dash	escape	fly	BGM_DAY	BGM_NIGHT	WEATHER	CAMERA	BATTLE_BG	PLACE_NAME	WINDOW_TYPE	備考
C10R0104	AREA_ID_ROOM17	MMLID_NOENTRY	SITEN06	○	○	×	×	MAPTYPE_ROOM	×	×	×	×	SEQ_D_LEAGUE	SEQ_D_LEAGUE	SUNNY	0	BG_ID_ROOM_B	MAPNAME_C10RIGU	PLACE_WIN_SEE	四天王への通路２
C10R0105	AREA_ID_ROOM17	MMLID_NOENTRY	SITEN02	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_D_LEAGUE	SEQ_D_LEAGUE	SUNNY	0	BG_ID_BIG_FOUR_B	MAPNAME_C10RIGU	PLACE_WIN_SEE	3/3追加　四天王の部屋２
C10R0106	AREA_ID_ROOM17	MMLID_NOENTRY	SITEN06	○	○	×	×	MAPTYPE_ROOM	×	×	×	×	SEQ_D_LEAGUE	SEQ_D_LEAGUE	SUNNY	0	BG_ID_ROOM_B	MAPNAME_C10RIGU	PLACE_WIN_SEE	四天王への通路3
C10R0107	AREA_ID_ROOM17	MMLID_NOENTRY	SITEN03	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_D_LEAGUE	SEQ_D_LEAGUE	SUNNY	0	BG_ID_BIG_FOUR_C	MAPNAME_C10RIGU	PLACE_WIN_SEE	四天王の部屋３
C10R0108	AREA_ID_ROOM17	MMLID_NOENTRY	SITEN06	○	○	×	×	MAPTYPE_ROOM	×	×	×	×	SEQ_D_LEAGUE	SEQ_D_LEAGUE	SUNNY	0	BG_ID_ROOM_B	MAPNAME_C10RIGU	PLACE_WIN_SEE	四天王への通路4
C10R0109	AREA_ID_ROOM17	MMLID_NOENTRY	SITEN04	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_D_LEAGUE	SEQ_D_LEAGUE	SUNNY	0	BG_ID_BIG_FOUR_D	MAPNAME_C10RIGU	PLACE_WIN_SEE	四天王の部屋４
C10R0110	AREA_ID_ROOM17	MMLID_NOENTRY	SITEN07	○	○	×	×	MAPTYPE_ROOM	×	×	×	×	SEQ_D_LEAGUE	SEQ_D_LEAGUE	SUNNY	0	BG_ID_ROOM_B	MAPNAME_C10RIGU	PLACE_WIN_SEE	四天王への通路5
C10R0111	AREA_ID_ROOM17	MMLID_NOENTRY	CHAMP01	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_D_LEAGUE	SEQ_D_LEAGUE	SUNNY	0	BG_ID_CHAMPION	MAPNAME_C10RIGU	PLACE_WIN_SEE	チャンピオンの部屋
C10R0112	AREA_ID_ROOM17	MMLID_NOENTRY	DENDOU02	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_BLD_DENDO	SEQ_BLD_DENDO	SUNNY	0	BG_ID_ROOM_B	MAPNAME_C10RIGU	PLACE_WIN_SEE	殿堂入りへの通路
C10R0113	AREA_ID_ROOM17	MMLID_NOENTRY	DENDOU01	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_BLD_DENDO	SEQ_BLD_DENDO	SUNNY	0	BG_ID_ROOM_B	MAPNAME_C10RIGU	PLACE_WIN_SEE	殿堂入りの部屋
C11	AREA_ID_AREA14	MMLID_AREA14	SINOU	○	○	○	×	MAPTYPE_TOWN	○	○	×	○	SEQ_CITY11_D	SEQ_CITY11_N	SUNNY	0	BG_ID_CITY	MAPNAME_C11EREA	PLACE_WIN_CITY	ファイトエリア
C11PC0101	AREA_ID_ROOM02	MMLID_NOENTRY	PC01	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_PC_01	SEQ_PC_02	SUNNY	4	BG_ID_ROOM_A	MAPNAME_C11EREA	PLACE_WIN_SEE	ポケモンセンター＿１Ｆ
C11PC0102	AREA_ID_ROOM02	MMLID_NOENTRY	PC02	○	○	×	×	MAPTYPE_ROOM	×	×	×	×	SEQ_PC_01	SEQ_PC_02	SUNNY	4	BG_ID_ROOM_A	MAPNAME_C11EREA	PLACE_WIN_SEE	ポケモンセンター＿２Ｆ
C11FS0101	AREA_ID_ROOM03	MMLID_NOENTRY	FS01	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_FS	SEQ_FS	SUNNY	4	BG_ID_ROOM_A	MAPNAME_C11EREA	PLACE_WIN_SEE	フレンドリィショップ	
C11R0101	AREA_ID_ROOM25	MMLID_NOENTRY	BFLOBBY01	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_CITY11_D	SEQ_CITY11_N	SUNNY	4	BG_ID_ROOM_A	MAPNAME_D31BATTLEPARK	PLACE_WIN_SEE	バトルフロンティアゲート	
C11R0201	AREA_ID_ROOM31	MMLID_NOENTRY	GATEPL01	○	○	○	×	MAPTYPE_ROOM	○	×	×	×	SEQ_TOWN06_D	SEQ_TOWN06_N	SUNNY	4	BG_ID_ROOM_A	MAPNAME_R225	PLACE_WIN_SEE	c11←→R225ゲート	
C11R0301	AREA_ID_ROOM01	MMLID_NOENTRY	HOUSE01	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_CITY11_D	SEQ_CITY11_N	SUNNY	4	BG_ID_ROOM_A	MAPNAME_C11EREA	PLACE_WIN_SEE	民家１	
C11R0401	AREA_ID_ROOM01	MMLID_NOENTRY	HOUSE01	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_CITY11_D	SEQ_CITY11_N	SUNNY	4	BG_ID_ROOM_A	MAPNAME_C11EREA	PLACE_WIN_SEE	民家２	
C11R0501	AREA_ID_ROOM01	MMLID_NOENTRY	HOUSE01	×	×	×	×	MAPTYPE_ROOM	×	×	×	×	SEQ_CITY11_D	SEQ_CITY11_N	SUNNY	0	BG_ID_ROOM_A	MAPNAME_NOTHING	PLACE_WIN_SEE	民家３	
D01	AREA_ID_DUNGEON03	AREA_ID_DUNGEON03	DUN0101	○	×	×	×	MAPTYPE_CAVE	○	○	○	×	SEQ_D_01	SEQ_D_01	SUNNY	0	BG_ID_CAVE_A	MAPNAME_D1TANKOU	PLACE_WIN_SEE	クロガネ：クロガネ炭鉱＿１F	
D01R0101	AREA_ID_DUNGEON03	MMLID_NOENTRY	DUN0101	○	○	○	○	MAPTYPE_CAVE	○	×	○	×	SEQ_D_04	SEQ_D_04	SUNNY	12	BG_ID_CAVE_A	MAPNAME_D1TANKOU	PLACE_WIN_CAVE	2/8新規追加　クロガネ炭鉱フロア１	
D01R0102	AREA_ID_DUNGEON03	MMLID_NOENTRY	DUN0102	○	○	○	○	MAPTYPE_CAVE	○	×	○	×	SEQ_D_04	SEQ_D_04	SUNNY	12	BG_ID_CAVE_A	MAPNAME_D1TANKOU	PLACE_WIN_CAVE	2/8新規追加　クロガネ炭鉱フロア２	
D02	AREA_ID_AREA03	MMLID_AREA03	SINOU	○	○	○	○	MAPTYPE_ROAD	○	○	×	○	SEQ_ROAD_C_D	SEQ_ROAD_C_N	SUNNY	0	BG_ID_BASIC	MAPNAME_D2HATUDEN	PLACE_WIN_ROAD	風力発電所（フィールド）	
D02R0101	AREA_ID_ROOM12	MMLID_NOENTRY	PHOUSE01	○	○	○	×	MAPTYPE_CAVE	×	○	×	×	SEQ_D_GINLOBBY	SEQ_D_GINLOBBY	SUNNY	4	BG_ID_ROOM_B	MAPNAME_D2HATUDEN	PLACE_WIN_ROOM	風力発電所　１Ｆ	
D03	AREA_ID_AREA03	MMLID_AREA03	SINOU	○	○	○	×	MAPTYPE_ROAD	○	○	×	○	SEQ_ROAD_C_D	SEQ_ROAD_C_N	SUNNY	0	BG_ID_BASIC	MAPNAME_D3MORI	PLACE_WIN_ROAD	ハクタイの森（フィールド）	
D03R0101	AREA_ID_DUNGEON02	MMLID_NOENTRY	DUN0301	○	○	○	○	MAPTYPE_CAVE	○	○	×	○	SEQ_D_02	SEQ_D_02	KOGOREBI	2	BG_ID_FOREST	MAPNAME_D3MORI	PLACE_WIN_FOREST	ハクタイの森（ダンジョン）	
D04	AREA_ID_AREA03	MMLID_AREA03	SINOU	○	○	○	○	MAPTYPE_ROAD	○	○	×	○	SEQ_ROAD_C_D	SEQ_ROAD_C_N	SUNNY	0	BG_ID_BASIC	MAPNAME_D4TATARA	PLACE_WIN_ROAD	タタラ製鉄所(フィールド）	
D04R0101	AREA_ID_DUNGEON15	MMLID_NOENTRY	DUN0401	○	○	○	×	MAPTYPE_CAVE	×	○	×	×	SEQ_D_04	SEQ_D_04	SUNNY	4	BG_ID_ROOM_B	MAPNAME_D4TATARA	PLACE_WIN_ROOM	タタラ製鉄所（ダンジョン）　１Ｆ	
D05	AREA_ID_AREA01	MMLID_AREA01	SINOU	×	×	×	×	MAPTYPE_CAVE	○	○	×	×	SEQ_DUMMY	SEQ_DUMMY	SUNNY	0	BG_ID_CAVE_A	MAPNAME_NOTHING	PLACE_WIN_SEE	あとで設定してください	
D05R0101	AREA_ID_DUNGEON17	MMLID_NOENTRY	DUN0501	○	○	○	○	MAPTYPE_CAVE	○	○	○	×	SEQ_D_05	SEQ_D_05	SUNNY	12	BG_ID_CAVE_B	MAPNAME_D5TENGAN	PLACE_WIN_CAVE	てんがんざん１(下層）
D05R0102	AREA_ID_DUNGEON17	MMLID_NOENTRY	DUN0502	○	○	○	○	MAPTYPE_CAVE	○	○	○	×	SEQ_D_05	SEQ_D_05	SUNNY	12	BG_ID_CAVE_B	MAPNAME_D5TENGAN	PLACE_WIN_CAVE	てんがんざん２(下層）
D05R0103	AREA_ID_DUNGEON17	MMLID_NOENTRY	DUN0503	○	×	×	○	MAPTYPE_CAVE	○	○	○	×	SEQ_D_05	SEQ_D_05	SUNNY	12	BG_ID_CAVE_B	MAPNAME_D5TENGAN	PLACE_WIN_CAVE	てんがんざん３(下層）
D05R0104	AREA_ID_AREA09	MMLID_AREA09	DUN0504	○	×	×	○	MAPTYPE_ROAD	×	○	×	○	SEQ_D_MOUNT1	SEQ_D_MOUNT1	SNOWSTORM	7	BG_ID_SNOW_MOUNTAIN	MAPNAME_D5TENGAN	PLACE_WIN_CAVE	3/3追加　てんがんざん外周
D05R0105	AREA_ID_AREA09	MMLID_AREA09	DUN0505	○	×	×	○	MAPTYPE_ROAD	×	○	×	○	SEQ_D_MOUNT1	SEQ_D_MOUNT1	SNOWSTORM	6	BG_ID_SNOW_MOUNTAIN	MAPNAME_D5TENGAN	PLACE_WIN_CAVE	3/3追加　てんがんざん外周
D05R0106	AREA_ID_DUNGEON18	MMLID_NOENTRY	DUN0506	○	×	×	○	MAPTYPE_CAVE	○	○	○	×	SEQ_D_MOUNT1	SEQ_D_MOUNT1	DOUKUTU02	12	BG_ID_CAVE_B	MAPNAME_D5TENGAN	PLACE_WIN_CAVE	てんがんざん６（上層）
D05R0107	AREA_ID_DUNGEON18	MMLID_NOENTRY	DUN0507	○	×	×	○	MAPTYPE_CAVE	○	○	○	×	SEQ_D_MOUNT1	SEQ_D_MOUNT1	DOUKUTU02	12	BG_ID_CAVE_B	MAPNAME_D5TENGAN	PLACE_WIN_CAVE	てんがんざん７（上層）
D05R0108	AREA_ID_DUNGEON18	MMLID_NOENTRY	DUN0508	○	×	×	○	MAPTYPE_CAVE	○	○	○	×	SEQ_D_MOUNT1	SEQ_D_MOUNT1	DOUKUTU02	12	BG_ID_CAVE_B	MAPNAME_D5TENGAN	PLACE_WIN_CAVE	てんがんざん８（上層）
D05R0109	AREA_ID_DUNGEON18	MMLID_NOENTRY	DUN0509	○	○	×	○	MAPTYPE_CAVE	○	○	○	×	SEQ_D_MOUNT1	SEQ_D_MOUNT1	DOUKUTU02	12	BG_ID_CAVE_B	MAPNAME_D5TENGAN	PLACE_WIN_CAVE	てんがんざん９（上層）
D05R0110	AREA_ID_DUNGEON17	MMLID_NOENTRY	DUN0510	○	○	○	○	MAPTYPE_CAVE	○	○	○	×	SEQ_D_MOUNT1	SEQ_D_MOUNT1	SUNNY	12	BG_ID_CAVE_B	MAPNAME_D5TENGAN	PLACE_WIN_CAVE	てんがんざん１０（下層）
D05R0111	AREA_ID_DUNGEON17	MMLID_NOENTRY	DUN0511	○	○	×	○	MAPTYPE_CAVE	○	○	○	×	SEQ_D_05	SEQ_D_05	SUNNY	12	BG_ID_CAVE_B	MAPNAME_D5TENGAN	PLACE_WIN_CAVE	てんがんざん１１（下層）
D05R0112	AREA_ID_DUNGEON17	MMLID_NOENTRY	DUN0512	○	○	○	○	MAPTYPE_CAVE	○	○	○	×	SEQ_D_05	SEQ_D_05	SUNNY	12	BG_ID_CAVE_B	MAPNAME_D5TENGAN	PLACE_WIN_CAVE	てんがんざん１２（下層）
D05R0113	AREA_ID_DUNGEON17	MMLID_NOENTRY	DUN0513	○	×	×	○	MAPTYPE_CAVE	○	○	○	×	SEQ_D_05	SEQ_D_05	MIST1	0	BG_ID_CAVE_B	MAPNAME_D5TENGAN	PLACE_WIN_CAVE	てんがんざん１３（下層）
D05R0114	AREA_ID_DUNGEON08	MMLID_NOENTRY	DUN0514	○	○	○	×	MAPTYPE_ROAD	×	○	×	×	SEQ_D_MOUNT2	SEQ_D_MOUNT2	MYSTIC	5	BG_ID_MOUNTAIN	MAPNAME_D5SINDEN	PLACE_WIN_CAVE	やりのはしら・ダイア
D05R0115	AREA_ID_DUNGEON08	MMLID_NOENTRY	DUN0515	○	○	○	×	MAPTYPE_ROAD	×	○	×	×	SEQ_D_MOUNT2	SEQ_D_MOUNT2	MYSTIC	5	BG_ID_MOUNTAIN	MAPNAME_D5SINDEN	PLACE_WIN_CAVE	やりのはしら・パール
D06	AREA_ID_AREA07	MMLID_AREA07	SINOU	×	×	×	×	MAPTYPE_CAVE	○	○	×	×	SEQ_DUMMY	SEQ_DUMMY	SUNNY	0	BG_ID_CAVE_A	MAPNAME_NOTHING	PLACE_WIN_SEE	あとで設定してください
D06R0101	AREA_ID_DUNGEON11	MMLID_NOENTRY	DUN0601	○	×	×	×	MAPTYPE_ROOM	×	×	×	×	SEQ_DUMMY	SEQ_DUMMY	SUNNY	0	BG_ID_ROOM_A	MAPNAME_C6NOMOSE	PLACE_WIN_SEE	3/5 湿原ダンジョン
D07	AREA_ID_AREA05	MMLID_AREA05	SINOU	×	×	×	×	MAPTYPE_CAVE	○	○	×	×	SEQ_DUMMY	SEQ_DUMMY	SUNNY	0	BG_ID_CAVE_A	MAPNAME_NOTHING	PLACE_WIN_SEE	あとで設定してください
D07R0101	AREA_ID_DUNGEON04	MMLID_NOENTRY	DUN0701	○	○	○	○	MAPTYPE_CAVE	○	○	○	×	SEQ_D_02	SEQ_D_02	DOUKUTU02	12	BG_ID_CAVE_B	MAPNAME_D7ISEKI	PLACE_WIN_CAVE	アンノーンダンジョン2F
D07R0102	AREA_ID_DUNGEON04	MMLID_NOENTRY	DUN0702	○	○	○	×	MAPTYPE_CAVE	○	○	○	×	SEQ_D_02	SEQ_D_02	DOUKUTU02	12	BG_ID_CAVE_B	MAPNAME_D7ISEKI	PLACE_WIN_CAVE	アンノーンダンジョン1F
D07R0103	AREA_ID_DUNGEON04	MMLID_NOENTRY	DUN0716	○	×	×	○	MAPTYPE_CAVE	○	○	○	×	SEQ_D_02	SEQ_D_02	DOUKUTU02	12	BG_ID_CAVE_B	MAPNAME_D7ISEKI	PLACE_WIN_CAVE	アンノーンダンジョン３
D07R0104	AREA_ID_DUNGEON04	MMLID_NOENTRY	DUN0711	○	×	×	○	MAPTYPE_CAVE	○	○	○	×	SEQ_D_02	SEQ_D_02	DOUKUTU02	12	BG_ID_CAVE_B	MAPNAME_D7ISEKI	PLACE_WIN_CAVE	アンノーンダンジョン４
D07R0105	AREA_ID_DUNGEON04	MMLID_NOENTRY	DUN0715	○	○	○	○	MAPTYPE_CAVE	○	○	○	×	SEQ_D_02	SEQ_D_02	DOUKUTU02	12	BG_ID_CAVE_B	MAPNAME_D7ISEKI	PLACE_WIN_CAVE	アンノーンダンジョン５
D07R0106	AREA_ID_DUNGEON04	MMLID_NOENTRY	DUN0707	○	×	×	○	MAPTYPE_CAVE	○	○	○	×	SEQ_D_02	SEQ_D_02	DOUKUTU02	12	BG_ID_CAVE_B	MAPNAME_D7ISEKI	PLACE_WIN_CAVE	アンノーンダンジョン６
D07R0107	AREA_ID_DUNGEON04	MMLID_NOENTRY	DUN0710	○	×	×	○	MAPTYPE_CAVE	○	○	○	×	SEQ_D_02	SEQ_D_02	DOUKUTU02	12	BG_ID_CAVE_B	MAPNAME_D7ISEKI	PLACE_WIN_CAVE	アンノーンダンジョン７
D07R0108	AREA_ID_DUNGEON04	MMLID_NOENTRY	DUN0707	○	×	×	○	MAPTYPE_CAVE	○	○	○	×	SEQ_D_02	SEQ_D_02	DOUKUTU02	12	BG_ID_CAVE_B	MAPNAME_D7ISEKI	PLACE_WIN_CAVE	アンノーンダンジョン８
D07R0109	AREA_ID_DUNGEON04	MMLID_NOENTRY	DUN0716	○	×	×	○	MAPTYPE_CAVE	○	○	○	×	SEQ_D_02	SEQ_D_02	DOUKUTU02	12	BG_ID_CAVE_B	MAPNAME_D7ISEKI	PLACE_WIN_CAVE	アンノーンダンジョン９
D07R0110	AREA_ID_DUNGEON04	MMLID_NOENTRY	DUN0718	○	×	×	○	MAPTYPE_CAVE	○	○	○	×	SEQ_D_02	SEQ_D_02	DOUKUTU02	12	BG_ID_CAVE_B	MAPNAME_D7ISEKI	PLACE_WIN_CAVE	アンノーンダンジョン１０
D07R0111	AREA_ID_DUNGEON04	MMLID_NOENTRY	DUN0711	○	×	×	○	MAPTYPE_CAVE	○	○	○	×	SEQ_D_02	SEQ_D_02	DOUKUTU02	12	BG_ID_CAVE_B	MAPNAME_D7ISEKI	PLACE_WIN_CAVE	アンノーンダンジョン１１
D07R0112	AREA_ID_DUNGEON04	MMLID_NOENTRY	DUN0711	○	×	×	○	MAPTYPE_CAVE	○	○	○	×	SEQ_D_02	SEQ_D_02	DOUKUTU02	12	BG_ID_CAVE_B	MAPNAME_D7ISEKI	PLACE_WIN_CAVE	アンノーンダンジョン１２
D07R0113	AREA_ID_DUNGEON04	MMLID_NOENTRY	DUN0712	○	×	×	○	MAPTYPE_CAVE	○	○	○	×	SEQ_D_02	SEQ_D_02	DOUKUTU02	12	BG_ID_CAVE_B	MAPNAME_D7ISEKI	PLACE_WIN_CAVE	アンノーンダンジョン１３
D07R0114	AREA_ID_DUNGEON04	MMLID_NOENTRY	DUN0710	○	×	×	○	MAPTYPE_CAVE	○	○	○	×	SEQ_D_02	SEQ_D_02	DOUKUTU02	12	BG_ID_CAVE_B	MAPNAME_D7ISEKI	PLACE_WIN_CAVE	アンノーンダンジョン１４
D07R0115	AREA_ID_DUNGEON04	MMLID_NOENTRY	DUN0706	○	×	×	○	MAPTYPE_CAVE	○	○	○	×	SEQ_D_02	SEQ_D_02	DOUKUTU02	12	BG_ID_CAVE_B	MAPNAME_D7ISEKI	PLACE_WIN_CAVE	アンノーンダンジョン１５
D07R0116	AREA_ID_DUNGEON04	MMLID_NOENTRY	DUN0717	○	○	○	○	MAPTYPE_CAVE	○	○	○	×	SEQ_D_02	SEQ_D_02	DOUKUTU02	12	BG_ID_CAVE_B	MAPNAME_D7ISEKI	PLACE_WIN_CAVE	アンノーンダンジョン１６
D07R0117	AREA_ID_DUNGEON04	MMLID_NOENTRY	DUN0707	○	×	×	○	MAPTYPE_CAVE	○	○	○	×	SEQ_D_02	SEQ_D_02	DOUKUTU02	12	BG_ID_CAVE_B	MAPNAME_D7ISEKI	PLACE_WIN_CAVE	アンノーンダンジョン１７
D07R0118	AREA_ID_DUNGEON04	MMLID_NOENTRY	DUN0711	○	×	×	○	MAPTYPE_CAVE	○	○	○	×	SEQ_D_02	SEQ_D_02	DOUKUTU02	12	BG_ID_CAVE_B	MAPNAME_D7ISEKI	PLACE_WIN_CAVE	アンノーンダンジョン１８
D09	AREA_ID_AREA09	MMLID_AREA09	SINOU	×	×	×	×	MAPTYPE_CAVE	○	○	×	×	SEQ_DUMMY	SEQ_DUMMY	SUNNY	0	BG_ID_CAVE_A	MAPNAME_NOTHING	PLACE_WIN_SEE	あとで設定してください
D09R0101	AREA_ID_DUNGEON19	MMLID_NOENTRY	DUN0901	○	○	○	○	MAPTYPE_CAVE	○	○	○	×	SEQ_D_01	SEQ_D_01	SUNNY	12	BG_ID_CAVE_B	MAPNAME_D9CHAMP	PLACE_WIN_CAVE	チャンピオンロード１Ｆ
D09R0102	AREA_ID_DUNGEON19	MMLID_NOENTRY	DUN0902	○	×	×	○	MAPTYPE_CAVE	○	○	○	×	SEQ_D_01	SEQ_D_01	SUNNY	12	BG_ID_CAVE_B	MAPNAME_D9CHAMP	PLACE_WIN_CAVE	チャンピオンロード２Ｆ
D09R0103	AREA_ID_DUNGEON19	MMLID_NOENTRY	DUN0903	○	×	×	○	MAPTYPE_CAVE	○	○	○	×	SEQ_D_01	SEQ_D_01	SUNNY	12	BG_ID_CAVE_B	MAPNAME_D9CHAMP	PLACE_WIN_CAVE	チャンピオンロード３Ｆ
D09R0104	AREA_ID_DUNGEON19	MMLID_NOENTRY	DUN0904	○	○	○	○	MAPTYPE_CAVE	○	○	○	×	SEQ_D_01	SEQ_D_01	MIST1	0	BG_ID_CAVE_B	MAPNAME_D9CHAMP	PLACE_WIN_CAVE	チャンピオンロード４Ｆ
D09R0105	AREA_ID_DUNGEON19	MMLID_NOENTRY	DUN0905	○	×	×	○	MAPTYPE_CAVE	○	○	○	×	SEQ_D_01	SEQ_D_01	SUNNY	12	BG_ID_CAVE_B	MAPNAME_D9CHAMP	PLACE_WIN_CAVE	チャンピオンロード４Ｆ-1
D09R0106	AREA_ID_DUNGEON19	MMLID_NOENTRY	DUN0906	○	×	×	○	MAPTYPE_CAVE	○	○	○	×	SEQ_D_01	SEQ_D_01	SUNNY	12	BG_ID_CAVE_B	MAPNAME_D9CHAMP	PLACE_WIN_CAVE	チャンピオンロード４Ｆ-2
D10	AREA_ID_DUNGEON	AREA_ID_DUNGEON	DUN1001	○	×	×	×	MAPTYPE_CAVE	○	○	○	×	SEQ_DUMMY	SEQ_DUMMY	SUNNY	0	BG_ID_CAVE_A	MAPNAME_NOTHING	PLACE_WIN_SEE	2/3変更　ダンジョンに変更　ポケモンパーク
D10R0101	AREA_ID_DUNGEON09	MMLID_NOENTRY	DUN1001	○	○	○	×	MAPTYPE_ROAD	○	×	×	×	SEQ_SILENCE_DUNGEON	SEQ_SILENCE_DUNGEON	SUNNY	2	BG_ID_BASIC	MAPNAME_D10POKEPARK	PLACE_WIN_GRASS	ポケモンパーク
D11	AREA_ID_AREA04	MMLID_AREA04	SINOU	×	×	×	×	MAPTYPE_CAVE	○	○	×	×	SEQ_D_01	SEQ_D_01	SUNNY	0	BG_ID_CAVE_A	MAPNAME_NOTHING	PLACE_WIN_SEE	あとで設定してください
D11R0101	AREA_ID_DUNGEON07	MMLID_NOENTRY	DUN1101	○	○	○	×	MAPTYPE_ROAD	×	○	×	×	SEQ_D_KOUEN	SEQ_D_KOUEN	SUNNY	2	BG_ID_BASIC	MAPNAME_D11HIROBA	PLACE_WIN_GRASS	ふれあいひろば
D12R0101	AREA_ID_DUNGEON01	MMLID_NOENTRY	DUN1201	○	○	×	○	MAPTYPE_CAVE	○	○	○	×	SEQ_D_05	SEQ_D_05	SUNNY	12	BG_ID_CAVE_A	MAPNAME_D12NUKEMITI	PLACE_WIN_CAVE	岩砕きの洞窟（仮）R204a <-> R204b
D13	AREA_ID_DUNGEON02	AREA_ID_DUNGEON02	DUN1301	○	×	×	×	MAPTYPE_CAVE	○	○	○	×	SEQ_DUMMY	SEQ_DUMMY	SUNNY	0	BG_ID_CAVE_A	MAPNAME_NOTHING	PLACE_WIN_SEE	ソノオ奥：花畑
D13R0101	AREA_ID_AREA03	MMLID_AREA03	DUN1301	○	○	○	×	MAPTYPE_CAVE	○	○	×	○	SEQ_TOWN03_D	SEQ_TOWN03_N	SUNNY	2	BG_ID_FOREST	MAPNAME_D13HANABATAKE	PLACE_WIN_GRASS	ソノオ花畑ダンジョン
D13R0102	AREA_ID_ROOM01	MMLID_NOENTRY	HOUSE01	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_TOWN03_D	SEQ_TOWN03_N	SUNNY	4	BG_ID_ROOM_A	MAPNAME_D13HANABATAKE	PLACE_WIN_SEE	ソノオ花畑ダンジョン民家１
D14R0101	AREA_ID_DUNGEON01	MMLID_NOENTRY	DUN1401	○	○	○	○	MAPTYPE_CAVE	○	○	○	×	SEQ_D_05	SEQ_D_05	SUNNY	12	BG_ID_CAVE_A	MAPNAME_D14TONNERU	PLACE_WIN_CAVE	クロガネゲート１F
D14R0102	AREA_ID_DUNGEON01	MMLID_NOENTRY	DUN1402	○	○	○	○	MAPTYPE_CAVE	○	○	○	×	SEQ_D_05	SEQ_D_05	CLOUDINESS	12	BG_ID_CAVE_A	MAPNAME_D14TONNERU	PLACE_WIN_CAVE	クロガネゲートB1F
D15	AREA_ID_AREA10	MMLID_NOENTRY	SINOU	○	○	○	×	MAPTYPE_ROAD	×	○	×	×	SEQ_D_02	SEQ_D_02	SUNNY	0	BG_ID_BASIC	MAPNAME_D15SIMA	PLACE_WIN_CAVE	まんげつじま
D15R0101	AREA_ID_DUNGEON02	MMLID_NOENTRY	DUN1501	○	○	○	×	MAPTYPE_CAVE	×	○	×	×	SEQ_D_02	SEQ_D_02	KOGOREBI	2	BG_ID_FOREST	MAPNAME_D15SIMA	PLACE_WIN_FOREST	まんげつじま内部
D16	AREA_ID_AREA12	MMLID_NOENTRY	SINOU	○	○	○	○	MAPTYPE_ROAD	○	○	×	○	SEQ_TOWN06_D	SEQ_TOWN06_N	VOLCANO	0	BG_ID_MOUNTAIN	MAPNAME_D16MOUNTAIN	PLACE_WIN_ROAD	火山（フィールド）
D16R0101	AREA_ID_DUNGEON05	MMLID_NOENTRY	DUN1601	○	○	○	○	MAPTYPE_CAVE	○	○	○	×	SEQ_D_06	SEQ_D_06	HARDMOUNTAIN	12	BG_ID_CAVE_B	MAPNAME_D16MOUNTAIN	PLACE_WIN_CAVE	火山洞窟＿１Ｆ
D16R0102	AREA_ID_DUNGEON05	MMLID_NOENTRY	DUN1602	○	○	○	○	MAPTYPE_CAVE	○	○	○	×	SEQ_D_06	SEQ_D_06	HARDMOUNTAIN	8	BG_ID_CAVE_B	MAPNAME_D16MOUNTAIN	PLACE_WIN_CAVE	火山洞窟＿２Ｆ
D16R0103	AREA_ID_DUNGEON05	MMLID_NOENTRY	DUN1603	○	○	○	×	MAPTYPE_CAVE	○	○	×	×	SEQ_D_06	SEQ_D_06	HARDMOUNTAIN	12	BG_ID_CAVE_B	MAPNAME_D16MOUNTAIN	PLACE_WIN_CAVE	火山洞窟＿３Ｆ
D17	AREA_ID_AREA13	MMLID_AREA13	SINOU	×	×	×	×	MAPTYPE_CAVE	○	○	×	×	SEQ_DUMMY	SEQ_DUMMY	SUNNY	0	BG_ID_CAVE_A	MAPNAME_NOTHING	PLACE_WIN_SEE	あとで設定してください
D17R0101	AREA_ID_DUNGEON10	MMLID_NOENTRY	DUN1701	○	○	○	○	MAPTYPE_CAVE	○	○	×	○	SEQ_ROAD_F_D	SEQ_ROAD_F_N	FOG	0	BG_ID_FOREST	MAPNAME_D17IZUMI	PLACE_WIN_LAKE	D17おくりのみずうみ
D17R0102	AREA_ID_DUNGEON04	MMLID_NOENTRY	DUN1702	○	○	○	×	MAPTYPE_CAVE	○	○	×	×	SEQ_D_03	SEQ_D_03	MIST1	0	BG_ID_CAVE_C	MAPNAME_D17DOUKUTU	PLACE_WIN_CAVE	5/29変更　D17かえらずのあな
